CoastPN,Item,Level,Name,Class,PerUnit,Unit,PartDwg,Rev,ManFSCM
10013F,1,3,TOP DRAWING,,1,EA,10013F,B,22558
10013F,2,3,ASSEMBLY AND POT,,1,EA,10013F-20,NC,22558
10013F,3,3,CORE/COIL,,1,EA,10013F-10,NC,22558
10013F,4,3,CORE,,1,EA,B-1003-6,-,
10013F,5,3,"WIRE, MAGNET",,1,A/R,#33 S.E PER NEMA MW-77-C (J-W-1177/39),-,
10013F,6,3,"SOLDER, Sn50",,1,A/R,Sn50Pb49Cu01A-ROL1 PER J-STD-006,-,
10013F,7,3,LEAD FRAME,,1,EA,MLF-1011 (TIN-LEAD PLATED),-,
10013F,8,3,ADHESIVE,,1,A/R,"EA956, PART A & B",-,12405
10013F,9,3,"COMPOUND, MOLDING",,1,A/R,MG33-0690,-,12405
10013F,10,3,INK,,1,A/R,"M-X-N, B-3 CATALYST",-,12405
10013F,11,3,"SOLDER, Sn63",,1,A/R,Sn63Pb37-ROL1 PER J-STD-006,-,
10062A,1,3,TOP DRAWING,,1,EA,10062A,NC,22558
10062A,2,3,ASSEMBLY AND POT,,1,EA,10062A-20,NC,22558
10062A,3,3,CORE/COIL,,1,EA,10062A-10,NC,22558
10062A,4,3,CORE,,1,EA,B-1002-0,-,
10062A,5,3,"WIRE, MAGNET",,1,A/R,#33 SE per NEMA: MW-77-C (J-W-1177/39),-,
10062A,6,3,"SOLDER, Sn50",,1,A/R,Sn50Pb49Cu01A-ROL1 PER J-STD-006,-,
10062A,7,3,"ADHESIVE, UV",,1,A/R,3751,-,L0015
10062A,8,3,LEAD FRAME,,1,EA,MLF-1011 (GOLD PLATED),-,
10062A,9,3,ADHESIVE,,1,A/R,"EA956, PART A & B",-,12405
10062A,10,3,"COMPOUND, MOLDING",,1,A/R,MG33-0690,-,12405
10062A,11,3,INK,,1,A/R,"M-X-N, B-3 CATALYST",-,12405
10077F*,1,1,TOP DRAWING,,1,EA,10084F110,,22558
10084F,1,1,TOP DRAWING,,1,EA,10084F110,,22558
10086F,1,2,TOP DRAWING,,1,EA,10086F,-,22558
10086F,2,2,ASSEMBLY AND POT,,1,EA,10086F-20,A,22558
10086F,3,2,CORE/COIL,,1,EA,10086F-10,A,22558
10086F,4,2,CORE,,1,EA,"B-10,000-6",-,
10086F,5,2,"WIRE, MAGNET",,1,A/R,#38 SE per NEMA: MW-77-C,-,
10086F,6,2,"SOLDER, Sn50",,1,A/R,Sn50Pb49Cu01A-ROL1 PER J-STD-006,-,
10086F,7,2,LEAD FRAME,,1,EA,MLF-1011 (TIN-LEAD PLATED),-,
10086F,8,2,ADHESIVE,,1,A/R,"EA956, PART A & B",-,12405
10086F,9,2,"COMPOUND, MOLDING",,1,A/R,MG33-0690,-,
10086F,10,2,INK,,1,A/R,"M-X-N, B-3 CATALYST",-,12405
10086F,11,2,"SOLDER, Sn63",,1,A/R,Sn63Pb37-ROL1 PER J-STD-006,-,
10088F,1,2,TOP DRAWING,,1,EA,10088F,-,22558
10088F,2,2,ASSEMBLY AND POT,,1,EA,10088F-20,A,22558
10088F,3,2,CORE/COIL,,1,EA,10088F-10,A,22558
10088F,4,2,CORE,,1,EA,"B-10,000-6",-,
10088F,5,2,"WIRE, MAGNET",,1,A/R,#39 SE per NEMA: MW-77-C,-,
10088F,6,2,"SOLDER, Sn50",,1,A/R,Sn50Pb49Cu01A-ROL1 PER J-STD-006,-,
10088F,7,2,LEAD FRAME,,1,EA,MLF-1011 (TIN-LEAD PLATED),-,
10088F,8,2,ADHESIVE,,1,A/R,"EA956, PART A & B",-,12405
10088F,9,2,"COMPOUND, MOLDING",,1,A/R,MG33-0690,-,
10088F,10,2,INK,,1,A/R,"M-X-N, B-3 CATALYST",-,12405
10088F,11,2,"SOLDER, Sn63",,1,A/R,Sn63Pb37-ROL1 PER J-STD-006,-,
10090F,1,2,TOP DRAWING,,1,EA,10090F,-,22558
10090F,2,2,ASSEMBLY AND POT,,1,EA,10090F-20,A,22558
10090F,3,2,CORE/COIL,,1,EA,10090F-10,A,22558
10090F,4,2,CORE,,1,EA,"B-10,000-6",-,
10090F,5,2,"WIRE, MAGNET",,1,A/R,#41 SE per NEMA: MW-77-C,-,
10090F,6,2,"SOLDER, Sn50",,1,A/R,Sn50Pb49Cu01A-ROL1 PER J-STD-006,-,
10090F,7,2,LEAD FRAME,,1,EA,MLF-1011 (TIN-LEAD PLATED),-,
10090F,8,2,ADHESIVE,,1,A/R,"EA956, PART A & B",-,12405
10090F,9,2,"COMPOUND, MOLDING",,1,A/R,MG33-0690,-,
10090F,10,2,INK,,1,A/R,"M-X-N, B-3 CATALYST",-,12405
10090F,11,2,"SOLDER, Sn63",,1,A/R,Sn63Pb37-ROL1 PER J-STD-006,-,
10102F,1,2,TOP DRAWING,,1,EA,10102F,-,22558
10102F,2,2,ASSEMBLY AND POT,,1,EA,10102F-20,-,22558
10102F,3,2,CORE/COIL,,1,EA,10102F-10,-,22558
10102F,4,2,CORE,,1,EA,"B-10,000-2",-,
10102F,5,2,"WIRE, MAGNET",,1,A/R,#43 SE per NEMA: MW-77-C (J-W-1177/39),-,
10102F,6,2,"SOLDER, Sn50",,1,A/R,Sn50Pb49Cu01A ROL1 PER J-STD-006,-,
10102F,7,2,LEAD FRAME,,1,EA,MLF-1011 (TIN-LEAD PLATED),-,
10102F,8,2,ADHESIVE,,1,A/R,EE4186/HD3561 (PART A/PART B),-,12405
10102F,9,2,"COMPOUND, MOLDING",,1,A/R,MG33-0690,-,
10102F,10,2,INK,,1,A/R,"M-X-N, B-3 CATALYST",-,12405
10102F,11,2,"SOLDER, Sn63",,1,A/R,Sn63Pb37-ROL1 PER J-STD-006,-,
10122A,1,3,TOP DRAWING,,1,EA,10122A,NC,22558
10122A,2,3,ASSEMBLY AND POT,,1,EA,10122A-20,NC,22558
10122A,3,3,CORE/COIL,,1,EA,10122A-10,NC,22558
10122A,4,3,CORE,,1,EA,B-1003-3,-,
10122A,5,3,"WIRE, MAGNET",,1,A/R,#48 SE per NEMA: MW-77-C (J-W-1177/39),-,
10122A,6,3,"SOLDER, Sn50",,1,A/R,Sn50Pb49Cu01A-ROL1 PER J-STD-006,-,
10122A,7,3,"ADHESIVE, UV",,1,A/R,3751,-,L0015
10122A,8,3,LEAD FRAME,,1,EA,MLF-1011 (GOLD PLATED),-,
10122A,9,3,ADHESIVE,,1,A/R,"EA956, PART A & B",-,12405
10122A,10,3,"COMPOUND, MOLDING",,1,A/R,MG33-0690,-,12405
10122A,11,3,INK,,1,A/R,"M-X-N, B-3 CATALYST",-,12405
10122F,1,2,TOP DRAWING,,1,EA,10122F,-,22558
10122F,2,2,ASSEMBLY AND POT,,1,EA,10122F-20,A,22558
10122F,3,2,CORE/COIL,,1,EA,10122F-10,A,22558
10122F,4,2,CORE,,1,EA,"10,000-8",-,
10122F,5,2,"WIRE, MAGNET",,1,A/R,#48 SE PER NEMA: MW-77-C (J-W-1177/39),-,
10122F,6,2,SOLDER Sn50,,1,A/R,Sn50PB49CU01A-ROL1 PER J-STD-006,-,
10122F,7,2,LEAD FRAME,,1,EA,MLF-1011 (TIN-LEAD PLATED),-,
10122F,8,2,ADHESIVE,,1,A/R,"EA956, PART A & B",-,12405
10122F,9,2,"COMPOUND, MOLDING",,1,A/R,MG33-0690,-,
10122F,10,2,INK,,1,A/R,"M-X-N, B-3 CATALYST",-,12405
10122F,11,2,"SOLDER, Sn63",,1,A/R,Sn63Pb37-ROL1 PER J-STD-006,-,
110,1,1,TOP DRAWING,,1,EA,110,A,22558
110,2,2,CORE/COIL,,1,EA,110-10,NC,22558
110,3,3,CORE,,2,EA,50106-2F,-,8057
110,4,2,CASE,,1,EA,HU-7085-2.000-MU,-,2875
110,5,2,LID REWORK,,1,EA,110-51,NC,A0061
110,6,3,LID,,1,EA,HU-7085-CA-MU,-,2875
110,7,2,INSULATING PLATE,006A,1,EA,110-52,NC,
110,8,2,TERMINAL POST,018A,1,EA,136,-,S0004
110,9,2,BNC JACK,036A,2,EA,UG 625 B/U,-,
110,10,2,SCREW,017Z,1,EA,MS35206-227,-,
110,11,2,LOCK WASHER,018Z,4,EA,MS35338-41,-,
110,12,2,SOLDER LUG,018A,2,EA,933-375,-,79963
110,13,2,NAME PLATE,,1,EA,110-53,A,A0057
110,14,2,INSULATING DISK,,1,EA,110-54,NC,A0002
11013F,1,4,TOP DRAWING,,1,EA,11013F,B,22558
11013F,2,4,ASSEMBLY AND POT,,1,EA,11013F-20,A,22558
11013F,3,4,CORE/COIL,,1,EA,11013F-10,A,22558
11013F,4,4,CORE,,1,EA,B-1100-M9,CUR,
11013F,5,4,SLEEVE,,1,EA,S-1100-M9,CUR,
11013F,6,4,"WIRE, MAGNET",,1,A/R,#35 HE per NEMA: MW-77-C (J-W-1177/40B),CUR,
11013F,7,4,"SOLDER, Sn50",,1,A/R,Sn50Pb49Cu01A ROL1 PER J-STD-006,CUR,
11013F,8,4,LEAD FRAME,,1,EA,MLF-1011 (TIN-LEAD PLATED),-,
11013F,9,4,ADHESIVE,,1,A/R,"EA956, PART A & B",CUR,12405
11013F,10,4,"COMPOUND, MOLDING",,1,A/R,MG25F-05,CUR,12405
11013F,11,4,INK,,1,A/R,"M-X-N, B-3 CATALYST",CUR,12405
11013F,12,4,"SOLDER, Sn63",,1,A/R,Sn63Pb37-ROL1 PER J-STD-006,CUR,
11025B,1,4,TOP DRAWING,,1,EA,11025B,-,22558
11025B,2,4,ASSEMBLY AND POT,,1,EA,11025B-20,NC,22558
11025B,3,4,CORE/COIL,,1,EA,11025B-10,NC,22558
11025B,4,4,CORE,,1,EA,B-1100-M9,-,
11025B,5,4,SLEEVE,,1,EA,S-1100-M9,-,
11025B,6,4,"WIRE, MAGNET",,1,A/R,#42 SE per NEMA: MW-77-C (J-W-1177/39),-,
11025B,7,4,"SOLDER, Sn50",,1,A/R,Sn50Pb49Cu01A ROL1 PER J-STD-006,-,
11025B,8,4,"ADHESIVE, UV",,1,A/R,3751,-,L0015
11025B,9,4,LEAD FRAME,,1,EA,MLF-1011 (TIN-LEAD PLATED),-,
11025B,10,4,ADHESIVE,,1,A/R,"EA956, PART A & B",-,12405
11025B,11,4,"COMPOUND, MOLDING",,1,A/R,MG33-0690,-,
11025B,12,4,INK,,1,A/R,"M-X-N, B-3 CATALYST",-,12405
11025B,13,4,"SOLDER, Sn63",,1,A/R,Sn63Pb37-ROL1 PER J-STD-006,-,
11025F,1,4,TOP DRAWING,,1,EA,11025F,B,22558
11025F,2,4,ASSEMBLY AND POT,,1,EA,11025F-20,A,22558
11025F,3,4,CORE/COIL,,1,EA,11025F-10,A,22558
11025F,4,4,CORE,,1,EA,B-1100-M9,CUR,
11025F,5,4,SLEEVE,,1,EA,S-1100-M9,CUR,
11025F,6,4,"WIRE, MAGNET",,1,A/R,#42 SE per NEMA: MW-77-C (J-W-1177/40B),CUR,
11025F,7,4,"SOLDER, Sn50",,1,A/R,Sn50Pb49Cu01A ROL1 PER J-STD-006,CUR,
11025F,8,4,LEAD FRAME,,1,EA,MLF-1011 (TIN-LEAD PLATED),-,
11025F,9,4,ADHESIVE,,1,A/R,"EA956, PART A & B",CUR,12405
11025F,10,4,"COMPOUND, MOLDING",,1,A/R,MG25F-05,CUR,12405
11025F,11,4,INK,,1,A/R,"M-X-N, B-3 CATALYST",CUR,12405
11025F,12,4,"SOLDER, Sn63",,1,A/R,Sn63Pb37-ROL1 PER J-STD-006,CUR,
11025F*,1,4,TOP DRAWING,,1,EA,11025F,B,22558
11025F*,2,4,ASSEMBLY AND POT,,1,EA,11025F-20,NC,22558
11025F*,3,4,CORE/COIL,,1,EA,11025F-10,NC,22558
11025F*,4,4,CORE,,1,EA,B-1100-M9,-,
11025F*,5,4,SLEEVE,,1,EA,S-1100-M9,-,
11025F*,6,4,"WIRE, MAGNET",,1,A/R,#42 SE per NEMA: MW-77-C (J-W-1177/40B),-,
11025F*,7,4,"SOLDER, Sn50",,1,A/R,Sn50Pb49Cu01A ROL1 PER J-STD-006,-,
11025F*,8,4,"ADHESIVE, UV",,1,A/R,3751,-,L0015
11025F*,9,4,LEAD FRAME,,1,EA,MLF-1011 (TIN-LEAD PLATED),-,
11025F*,10,4,ADHESIVE,,1,A/R,"EA956, PART A & B",-,12405
11025F*,11,4,"COMPOUND, MOLDING",,1,A/R,MG33-0690,-,
11025F*,12,4,INK,,1,A/R,"M-X-N, B-3 CATALYST",-,12405
11025F*,13,4,"SOLDER, Sn63",,1,A/R,Sn63Pb37-ROL1 PER J-STD-006,-,
11029F,1,1,TOP DRAWING,,1,EA,11029F,-,22558
11029F,2,2,ASSEMBLY AND POT,,1,EA,11029F-20,A,22558
11029F,3,3,CORE/COIL,,1,EA,11029F-10,A,22558
11029F,4,4,CORE,,1,EA,B-1100-M9,-,
11029F,5,4,SLEEVE,,1,EA,S-1100-M9,-,
11029F,7,4,"WIRE, MAGNET",,1,A/R,#43 SE per NEMA: MW-77-C (J-W-1177/40B),-,
11029F,8,4,SOLDER,,1,A/R,Sn50PB49CU1,-,
11029F,9,4,"ADHESIVE, UV",,1,A/R,3751,-,L0015
11029F,10,4,LEAD FRAME,,1,EA,LF-10002 (TIN-LEAD PLATED),-,
11029F,11,4,ADHESIVE,,1,A/R,"EA956, PART A & B",-,12405
11029F,16,4,"COMPOUND, MOLDING",,1,A/R,MG25F-05,-,12405
11029F,18,4,INK,,1,A/R,"M-X-N, B-3 CATALYST",-,12405
11029F,19,4,"SOLDER, Sn63",,1,A/R,Sn63WRP3 PER QQ-S-571E,-,
11033F,1,4,TOP DRAWING,,1,EA,11033F,B,22558
11033F,2,4,ASSEMBLY AND POT,,1,EA,11033F-20,A,22558
11033F,3,4,CORE/COIL,,1,EA,11033F-10,A,22558
11033F,4,4,CORE,,1,EA,B-1100-M9,CUR,
11033F,5,4,SLEEVE,,1,EA,S-1100-M9,CUR,
11033F,6,4,"WIRE, MAGNET",,1,A/R,#43 SE per NEMA: MW-77-C (J-W-1177/40B),CUR,
11033F,7,4,"SOLDER, Sn50",,1,A/R,Sn50Pb49Cu01A ROL1 PER J-STD-006,CUR,
11033F,8,4,LEAD FRAME,,1,EA,MLF-1011 (TIN-LEAD PLATED),-,
11033F,9,4,ADHESIVE,,1,A/R,"EA956, PART A & B",CUR,12405
11033F,10,4,"COMPOUND, MOLDING",,1,A/R,MG25F-05,CUR,12405
11033F,11,4,INK,,1,A/R,"M-X-N, B-3 CATALYST",CUR,12405
11033F,12,4,"SOLDER, Sn63",,1,A/R,Sn63Pb37-ROL1 PER J-STD-006,CUR,
11081F,1,1,TOP DRAWING,,1,EA,11081F,-,22558
11081F,2,2,ASSEMBLY AND POT,,1,EA,11081F-20,A,22558
11081F,3,3,CORE/COIL,,1,EA,11081F-10,A,22558
11081F,4,4,CORE,,1,EA,B-1100-M9,-,
11081F,5,4,SLEEVE,,1,EA,S-1100-M9,-,
11081F,7,4,"WIRE, MAGNET",,1,A/R,#39 SE per NEMA: MW-77-C (J-W-1177/40B),-,
11081F,8,4,SOLDER,,1,A/R,Sn50PB49CU1,-,
11081F,9,4,"ADHESIVE, UV",,1,A/R,3751,-,L0015
11081F,10,4,LEAD FRAME,,1,EA,LF-10002 (TIN-LEAD PLATED),-,
11081F,11,4,ADHESIVE,,1,A/R,"EA956, PART A & B",-,12405
11081F,16,4,"COMPOUND, MOLDING",,1,A/R,MG25F-05,-,12405
11081F,18,4,INK,,1,A/R,"M-X-N, B-3 CATALYST",-,12405
11081F,19,4,"SOLDER, Sn63",,1,A/R,Sn63WRP3 PER QQ-S-571E,-,
11086F,1,4,TOP DRAWING,,1,EA,11086F,A,22558
11086F,2,4,ASSEMBLY AND POT,,1,EA,11086F-20,A,22558
11086F,3,4,CORE/COIL,,1,EA,11086F-10,NC,22558
11086F,4,4,CORE,,1,EA,B-1100-M9,-,
11086F,5,4,SLEEVE,,1,EA,S-1100-M9,-,
11086F,6,4,"WIRE, MAGNET",,1,A/R,#43 SE per NEMA: MW-77-C (J-W-1177/39),-,
11086F,7,4,"SOLDER, Sn50",,1,A/R,Sn50Pb49Cu01A ROL1 PER J-STD-006,-,
11086F,8,4,"ADHESIVE, UV",,1,A/R,3751,-,L0015
11086F,9,4,LEAD FRAME,,1,EA,MLF-1011 (TIN-LEAD PLATED),-,
11086F,10,4,ADHESIVE,,1,A/R,"EA956, PART A & B",-,12405
11086F,11,4,"COMPOUND, MOLDING",,1,A/R,MG33-0690,-,
11086F,12,4,INK,,1,A/R,"M-X-N, B-3 CATALYST",-,12405
11086F,13,4,"SOLDER, Sn63",,1,A/R,Sn63Pb37-ROL1 PER J-STD-006,-,
11094F,1,2,TOP DRAWING,,1,EA,11094F,-,22558
11094F,2,2,ASSEMBLY AND POT,,1,EA,11094F-20,NC,22558
11094F,3,2,CORE/COIL,,1,EA,11094F-10,NC,22558
11094F,4,2,CORE,,1,EA,B-11000-M9,-,
11094F,5,2,SLEEVE,,1,EA,S-11000-M9,-,
11094F,6,2,"WIRE, MAGNET",,1,A/R,#43 SE per NEMA: MW-77-C (J-W-1177/39),-,
11094F,7,2,"SOLDER, Sn50",,1,A/R,Sn50Pb49Cu01A ROL1 PER J-STD-006,-,
11094F,8,2,LEAD FRAME,,1,EA,MLF-1011 (TIN-LEAD PLATED),-,
11094F,9,2,ADHESIVE,,1,A/R,"EA956, PART A & B",-,12405
11094F,10,2,"COMPOUND, MOLDING",,1,A/R,MG33-0690,-,
11094F,11,2,INK,,1,A/R,"M-X-N, B-3 CATALYST",-,12405
11094F,12,2,"SOLDER, Sn63",,1,A/R,Sn63Pb37-ROL1 PER J-STD-006,-,
11097F,1,4,TOP DRAWING,,1,EA,11097FF,-,22558
11097F,2,4,ASSEMBLY AND POT,,1,EA,11097F-20,NC,22558
11097F,3,4,CORE/COIL,,1,EA,11097F-10,NC,22558
11097F,4,4,CORE,,1,EA,B-1100-M9,-,
11097F,5,4,SLEEVE,,1,EA,S-1100-M9,-,
11097F,6,4,"WIRE, MAGNET",,1,A/R,#44 SE per NEMA: MW-77-C (J-W-1177/39),-,
11097F,7,4,"SOLDER, Sn50",,1,A/R,Sn50Pb49Cu01A ROL1 PER J-STD-006,-,
11097F,8,4,LEAD FRAME,,1,EA,MLF-1011 (TIN-LEAD PLATED),-,
11097F,9,4,ADHESIVE,,1,A/R,"EA956, PART A & B",-,12405
11097F,10,4,"COMPOUND, MOLDING",,1,A/R,MG25F-05,-,12405
11097F,11,4,INK,,1,A/R,"M-X-N, B-3 CATALYST",-,12405
11097F,12,4,"SOLDER, Sn63",,1,A/R,Sn63Pb37-ROL1 PER J-STD-006,-,
11098F,1,4,TOP DRAWING,,1,EA,11098F,A,22558
11098F,2,4,ASSEMBLY AND POT,,1,EA,11098F-20,A,22558
11098F,3,4,CORE/COIL,,1,EA,11098F-10,A,22558
11098F,4,4,CORE,,1,EA,B-1100-M9,-,
11098F,5,4,SLEEVE,,1,EA,S-1100-M9,-,
11098F,6,4,"WIRE, MAGNET",,1,A/R,#44 SE per NEMA: MW-77-C (J-W-1177/39),-,
11098F,7,4,"SOLDER, Sn50",,1,A/R,Sn50Pb49Cu01A ROL1 PER J-STD-006,-,
11098F,8,4,"ADHESIVE, UV",,1,A/R,3751,-,L0015
11098F,9,4,LEAD FRAME,,1,EA,MLF-1011 (TIN-LEAD PLATED),-,
11098F,10,4,ADHESIVE,,1,A/R,"EA956, PART A & B",-,12405
11098F,11,4,"COMPOUND, MOLDING",,1,A/R,MG33-0690,-,
11098F,12,4,INK,,1,A/R,"M-X-N, B-3 CATALYST",-,12405
11098F,13,4,"SOLDER, Sn63",,1,A/R,Sn63Pb37-ROL1 PER J-STD-006,-,
1110,1,1,TOP DRAWING,,1,EA,1110,NC,22558
1110,2,2,CORE/COIL,,1,EA,1110-10,NC,22558
1110,3,3,CORE,,2,EA,57106-2F,-,8057
1110,4,2,CASE REWORK,,1,EA,1110-50,NC,A0002
1110,5,3,CASE,,1,EA,HU-7085-2.000-MU,-,2875
1110,6,2,LID REWORK,,1,EA,1110-51,,A0002
1110,7,3,LID,,1,EA,HU-7085-CA-MU,-,2875
1110,8,2,INSULATING PLATE,006A,1,EA,1110-52,NC,
1110,9,2,TERMINAL POST,,1,EA,136,-,S0004
1110,10,2,BNC JACK,,2,EA,1768,-,S0004
1110,11,2,SCREW,017Z,4,EA,MS35206-228,-,
1110,12,2,NUT,017A,4,EA,MS35649-262,-,
1110,13,2,LOCK WASHER,017Z,4,EA,MS35338-41,-,
1110,14,2,SOLDER LUG,,2,EA,,-,
1139,1,1,TURNS COUNTER,,1,EA,1139,A,22558
1139,2,2,"CHASSIS, TURNS COUNTER",005A,1,EA,1139-60,C,
1139,3,2,CHASSIS COVER,005A,1,EA,1139-61,C,
1139,4,2,"SWITCH, DPDT, SW1",,1,EA,"MTF-206N, SATIN FINISH",-,A0014
1139,5,2,"SWITCH, PB, SW2",,1,EA,"MPA-103F, SATIN FINISH",-,A0014
1139,6,2,KNOB,,1,EA,PKG-50B 1/8,-,A0014
1139,7,2,"CONNECTOR, J1",,1,EA,57GB5F,-,S0014
1139,8,2,"CONNECTOR, J2",,1,EA,57GB3F,-,S0014
1139,10,2,"CONNECTOR, J3",,1,EA,710-1247,-,S0004
1139,11,2,ELECTRONIC COUNTER,,1,EA,N 608.110D13A,-,I0002
1139,12,2,PRINTED WIRING BOARD,013A,1,EA,1139-50,B,
1139,13,2,"DIP SOCKET, 14 PIN",016A,1,EA,214-AG49D,-,A0021
1139,14,2,"QUAD OP AMP, A1",014A,1,EA,LM324N,-,4713
1139,15,2,"CAPACITORS, C1 & C2",024A,2,EA,687RSM025M,-,74840
1139,16,2,"CAPACITORS, C3 & C4",024E,2,EA,CK06BX103K,-,
1139,17,2,"CAPACITORS, C5 - C8",024E,4,EA,CK06BX104K,-,
1139,18,2,"CAPACITORS, C9 & C10",024E,2,EA,CK06BX105K,-,
1139,19,2,"RESISTORS, R1 & R2",,2,EA,RCO7GF104J,-,
1139,20,2,"RESISTOR, R3",037B,1,EA,RCO7GF182J,-,
1139,21,2,"POTENTIOMETER, R4",037A,1,EA,CLAROSTAT 388N (10 K OHMS),-,
1139,22,2,"RESISTORS, R5 - R12",037B,8,EA,RC07GF103J,-,
1139,23,2,"RESISTOR, R13",037B,1,EA,RC07GF472J,-,
1139,24,2,"RESISTORS, R14 & R15",037B,2,EA,RC07GF223J,-,
1139,25,2,"DIODES, CR1 - CR4",014A,4,EA,1N4002,-,
1139,26,2,"DIODES, CR5 - CR7",014A,3,EA,1N914,-,
1139,27,2,"TRANSISTORS, Q1 & Q2",014A,2,EA,2N3904,-,
1155,1,1,TEMPERATURE PROBE,,1,EA,1155,A,22558
1155,2,2,INTEGRATED CIRCUIT,,1,EA,AD590KH,-,24355
1155,3,2,HOLDING TUBE,005A,1,EA,1155-51,NC,
1155,4,2,INSULATOR,006A,1,EA,1155-50,A,
1155,5,2,SLEEVE,006A,1,EA,1155-52,A,
1155,6,2,LEAD WIRE,,6,FT,"2TW26-1036STJ, WHT AND BLK INNER COND",-,54064
1155,7,2,HEAT SINK,,1,EA,203CB,-,90372
1160,1,1,"TOP ASSY, EASY-CAL",,1,EA,1160,A,22558
1160,2,1,"FINAL TEST, EASY-CAL",,1,EA,1160,NC,22558
1160,3,1,"FINAL ASSY, EASY-CAL",,1,EA,1160-99,NC,22558
1160,4,2,DIGITAL PANEL METER,,1,EA,BL100101,-,M0009
1160,5,2,CASE REWORK,,1,EA,1160-54,A,A0002
1160,6,3,CASE,,1,EA,"HP-9VBAT, GREY",-,P0008
1160,7,2,JACK (RED),017A,1,EA,206-102,-,S0004
1160,8,2,JACK (BLACK),017A,1,EA,206-103,-,S0004
1160,9,2,OVERLAY,,1,EA,1160-55,NC,A0057
1160,10,2,"BATTERY, 9V ALKALINE",,1,EA,STYLE 522 OR EQUIV,-,
1160,11,2,4-40x5/8 FLT HD SCREW,017Z,2,EA,MS24693-S2,NC,
1160,12,2,4-40 NUT,017Z,2,EA,NAS671-4,-,
1160,13,2,#4 SHOULDER WASHER,018A,2,EA,2661,-,S0002
1160,14,2,#4 SPACERx1/8,018A,2,EA,8480,-,S0004
1160,15,2,#4 LOCK WASHER,018Z,2,EA,MS35338-40,-,
1160,16,2,INSERT 2-56x1/4 LOCKING,,2,EA,CBL256-8,-,21698
1160,17,2,"LOCKING WASHER,1/4",018Z,2,EA,AN936-A416B,-,
1160,18,2,1/4 SPACERx3/8,018A,2,EA,9257-A257,-,A0035
1160,19,2,PC BOARD ASSY,,1,EA,1160-21,NC,22558
1160,20,3,PC BOARD,,1,EA,1160-51,A,D0007
1160,21,4,"SWITCH, MOMENTARY",,1,EA,TPC11FG-PC-0,-,A0014
1160,22,4,CONNECTOR,,1,EA,00-6007-020-453-018,-,E0011
1160,23,4,FUSE CLIP,,2,EA,927,-,79963
1160,24,4,FUSE,,1,EA,313020,-,L0011
1160,25,4,"DUAL D"" FLIP-FLOP""",,1,EA,CD4013BE (U2),-,R0008
1160,26,4,COUNTER,,1,EA,CD4060BE (U1),-,R0008
1160,27,4,"CAPACITOR, CERAMIC",024A,3,EA,"CK05BX104K (C1,2,3)",-,
1160,28,4,RESISTOR,,2,EA,"RCR07G824JM (R4,5)",-,
1160,29,4,RESISTOR,,1,EA,RCRO7G685JM (R2),-,
1160,30,4,RESISTOR,,1,EA,RCR07G624JM (R1),-,
1160,31,4,RESISTOR,,1,EA,RCR07G394JM (R3),-,
1160,32,4,"INSULATOR, NOMEX",,1,EA,1160-56,NC,22558
1161-1,1,1,CURRENT SHUNT (1.999mA),,1,EA,1161-1,NC,22558
1161-1,2,2,PC BOARD ASSY,,1,EA,1161-21,NC,22558
1161-1,3,3,PC BOARD,076A,1,EA,1161-51,NC,
1161-1,4,3,TRIM POT (Rt),,1,EA,3329H-1-201 (200 OHMS),,32997
1161-1,5,3,RESISTOR (R),057A,1,EA,RN55D9090F,-,
1161-1,6,3,RESISTOR (Rf),057A,1,EA,RC07G221J,-,
1161-1,7,3,DIODE (D),057A,2,EA,1N914,-,
1161-1,8,3,RESISTOR (Rs),057A,4,EA,"SPH 470 OHM, 5% TOL",,
1161-1,9,2,INTERFACE BOARD,076A,1,EA,1161-50,NC,
1161-1,10,2,CASE,,1,EA,1161-54,NC,23884
1161-1,11,2,BARRIER,006A,1,EA,1161-52,A,
1161-10,1,1,VOLTAGE MULT 199.9 Mv),,1,EA,1161-10,NC,22558
1161-10,2,2,PC BOARD ASSY,,1,EA,1161-22,NC,22558
1161-10,3,3,PC BOARD,076A,1,EA,1161-51,NC,
1161-10,4,3,RESISTOR (Rf),057A,1,EA,RC07G221J,-,
1161-10,5,3,DIODE (D),057A,2,EA,1N914,-,
1161-10,6,2,INTERFACE BOARD,076A,1,EA,1161-50,NC,
1161-10,7,2,CASE,,1,EA,1161-54,NC,23884
1161-10,8,2,BARRIER,006A,1,EA,1161-52,NC,
1161-10,9,2,SPACER,006A,1,EA,1161-53,NC,
1161-11,1,1,VOLTAGE MULT (1.999V),,1,EA,1161-11,NC,22558
1161-11,2,2,PC BOARD ASSY,,1,EA,1161-21,NC,22558
1161-11,3,3,PC BOARD REWORK,,1,EA,1161-54,NC,
1161-11,4,4,PC BOARD,076A,1,EA,1161-51,NC,
1161-11,5,3,TRIM POT (Rt),,1,EA,3329H-1-102 (1000 OHMS),,32997
1161-11,6,3,RESISTOR (R1),057A,1,EA,RN55D2003F,-,
1161-11,7,3,RESISTOR (Rf),057A,1,EA,RC07G221J,-,
1161-11,8,3,DIODE (D),057A,2,EA,1N914,-,
1161-11,9,3,RESISTOR (R2),057A,1,EA,RN55D2152F,-,
1161-11,10,2,INTERFACE BOARD,076A,1,EA,1161-50,NC,
